"Poll was successfully deleted","Chestionarul a fost şters."
"Poll was successfully saved","Chestionarul a fost salvat."
"Position of Watermark for %s","Poziţia Watermarkului pentru %s"
"Preferred state","Stare preferată"
"Preparing to change $pkg, please wait...","Se pregăteşte schimbarea $pkg, aşteaptă..."
"Prev. month (hold for menu)","Prev. month (hold for menu)"
"Prev. year (hold for menu)","Prev. year (hold for menu)"
"Preview","Previzualizează"
"Preview Template","Previzualizează template"
"Previous page","Pagina anterioară"
"Price","Preţ"
"Price alert subscription was saved successfully","Abonarea la alerte de preţ a fost salvată."
"Price:","Preţ:"
"Primary Billing Address","Adresa principală de facturare"
"Processed <strong>%s%% %s/%d</strong> items","Processed <strong>%s%% %s/%d</strong> items"
"Processed <strong>%s%% %s/%d</strong> records","<strong>%s%% %s/%d</strong> înregistrari procesate"
"Product","Produs"
"Product Thumbnail Itself","Product Thumbnail Itself"
"Product:","Produs:"
"Products","Produse"
"Profile Action","Acţiuni profil"
"Profile Actions XML","Acţiuni XML profil"
"Profile Direction","Direcţie profil"
"Profile History","Istoric profil"
"Profile Information","Informaţii profil"
"Profile Name","Nume profil"
"Profile Wizard","Wizard profil"
"Profile was deleted","Profilul a fost sters."
"Profile was successfully saved","Profilul a fost salvat."
"Profiles","Profiluri"
"Promo","Promo"
"Promotions","Promoţii"
"Provided Files","Fişiere date"
"Qty","Cantitate"
"Quantity","Cantitate"
"Queue Refresh","Queue Refresh"
"Queued... Cancel","Queued... Cancel"
"Radio Buttons","Radio Buttons"
"Rates","Cote"
"Rating was successfully deleted","Evaluarea a fost ştearsă."
"Rating was successfully saved","Evaluarea a fost salvată."
"Read details","Read details"
"Rebuild","Rebuild"
"Rebuild Flat Catalog Category","Rebuild Flat Catalog Category"
"Rebuild Flat Catalog Product","Rebuild Flat Catalog Product"
"Recent Orders","Comenzi recente"
"Recommended","Recomandat"
"Recursive Dir","Recursive Dir"
"Redirect","Redirecţionează"
"Refresh","Refresh"
"Refresh Now*","Refresh Now*"
"Region/State","Judeţ"
"Release","Release"
"Release Info","Release Info"
"Release Stability","Release Stability"
"Release Version","Release Version"
"Remote Extension Info","Remote Extension Info"
"Remote FTP","Remote FTP"
"Remote URL:","Remote URL:"
"Remove","Şterge"
"Reports","Rapoarte"
"Request Path","Cere calea"
"Required","Necesar"
"Reset","Resetează"
"Reset Filter","Resetează filtru"
"Resize","Resize"
"Resource Access","Acces resurse"
"Resources","Resurse"
"Results","Rezultate"
"Retrieve Password","Găseşte parola"
"Return Html Version","Return Html Version"
"Revenue","Venit"
"Role","Drepturi"
"Role ID","ID drepturi"
"Role Info","Info drepturi"
"Role Information","Informaţii drepturi"
"Role Name","Nume"
"Role Resources","Drepturi la resurse"
"Role Users","Utilizatori"
"Role successfully deleted.","Drepturi şterse cu succes."
"Role successfully saved.","Drepturi salvate cu succes."
"Roles","Drepturi utilizatori"
"Roles Resources","Drepturi la resurse"
"Rotate CCW","Roteşte în sens invers acelor de ceas"
"Rotate CW","Roteşte în sensul acelor de ceas"
"Run","Execută"
"Run Profile","Execută profil"
"Run Profile In Popup","Execută profil în fereastră nouă"
"Run Profile Inside This Window","Execută profil în acestă fereastră"
"Run in popup","Execută în fereastră nouă"
"Running... Kill","Running... Kill"
"Running:","Se execută:"
"SKU","COD"
"SKU:","COD:"
"SSL Error: Invalid or self-signed certificate","Eroare SSL: Certificate incorecte sau auto-semnate"
"Sales Report","Raport de vânzări"
"Samples","Samples"
"Save","Salvează"
"Save & Generate","Salvează & Generează"
"Save Account","Salvează cont"
"Save And Continue Edit","Salvează şi continuă modificările"
"Save As...","Save As..."
"Save Config","Salvează configuraţia"
"Save Currency Rates","Salvează cursurile valutare"
"Save PEAR Config","Salvează configuraţia PEAR"
"Save Profile","Salvează profil"
"Save Role","Salvează drepturi"
"Save Template","Salvează template"
"Save User","Salvează utilizator"
"Save and Continue Editing","Salvează şi continuă modificările"
"Save cache settings","Salvează setările cache-ului"
"Save data and Create Package","Salvează datele şi crează pachet"
"Save package with custom package file name","Save package with custom package file name"
"Schedule Merge","Schedule Merge"
"Search","Caută"
"Search Index","Search Index"
"Search Index rebuild error. Please try again later","Search Index rebuild error. Please try again later"
"Search Index was rebuilt successfully","Search Index was rebuilt successfully"
"Search Term","Căutare"
"Search Terms","Căutari"
"Select","Selectează"
"Select All","Alege toate"
"Select Category","Select Category"
"Select Date","Alege dată"
"Select Range","Alege rază"
"Select Visible","Alege vizibile"
"Select date","Selectează dată"
"Select website from map","Select website from map"
"Select website to map","Select website to map"
"Selected allow currency ""%s"" is not available in installed currencies","Selected allow currency ""%s"" is not available in installed currencies"
"Selected base currency is not available in installed currencies","Selected base currency is not available in installed currencies"
"Selected default display currency is not available in allowed currencies","Selected default display currency is not available in allowed currencies"
"Selected default display currency is not available in installed currencies","Selected default display currency is not available in installed currencies"
"Sender","Expeditor"
"Separate email","Separate email"
"Shipment #%s comment added","Comentariu adăugat la livrarea #%s"
"Shipment #%s created","Livrarea #%s a fost creată."
"Shipment Comments","Comentarii livrare"
"Shipment History","Istoric livrări"
"Shipment was successfully created.","Livrarea a fost creată cu succes."
"Shipment was successfully sent.","Livrarea a fost trimisă cu succes."
"Shipping","Livrare"
"Shipping Address","Adresa de livrare"
"Shipping Price","Preţ transport"
"Shipping address","Adresa de livrare"
"Shipping address selection is not applicable","Selecţia adresei de livrare nu este aplicabilă"
"Shipping method must be specified","Metoda de livrare trebuie specificată."
"Shipping method selection is not applicable","Selecţia metodei de livrare nu este aplicabilă"
"Shipping origin","Locaţia de origine a livrărilor"
"Shopping Cart from %s","Coş de cumpărături de la %s"
"Show Report for","Arată raportul pentru"
"Show by","Arată după"
"Show reviews","Arată păreri"
"Sitemap Information","Informaţii harta site"
"Size for %s","Mărime pentru %s"
"Skip category selection","Skip category selection"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created."
"Some of the ordered items don't exist in the catalog anymore and will be removed if you try to edit the order.","Unele articole comandate nu mai există în catalog şi vor fi şterse de pe comandă când veţi modifica comanda."
"Sorry, this feature is coming soon...","Ne pare rău, o sş implementam o soluţie în curând..."
"Sort Order","Ordinea sortării"
"Specific Countries","Ţări specificate"
"Spreadsheet Name:","Nume Spreadsheet:"
"Stability","Stabilitate"
"Staging Store: ","Staging Store: "
"Staging Website: ","Staging Website: "
"Start Date","Data de pornire"
"Starting profile execution, please wait...","Începe execuţia profilului, aşteaptă..."
"State/Province:","Judeţ:"
"Status","Status"
"Status:","Status:"
"Stock Quantity:","Cantitate în stoc:"
"Stock notification was saved successfully","Alerta de stoc a fost salvată."
"Store","Magazin"
"Store Email Addresses Section","Store Email Addresses Section"
"Store View","Vitrina"
"Store:","Magazin:"
"Store: ","Magazin: "
"Subject","Subiect"
"Submit","Trimite"
"Subpackage","Subpachet"
"Subpackage can't be conflicting","Subpackage can't be conflicting"
"Subpackages","Subpachete"
"Subtotal","Subtotal"
"Subtotal Amount","Suma subtotal"
"Summary","Sumar"
"Summary:","Sumar:"
"Switch/Solo Only","doar Switch/Solo"
"Switch/Solo card issue number: %s","Switch/Solo card issue number: %s"
"Switch/Solo card start Date: %s/%s","Switch/Solo card start Date: %s/%s"
"Switch/Solo/Maestro(UK Domestic) Only","Switch/Solo/Maestro(UK Domestic) Only"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro(UK Domestic) card issue number: %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s"
"System","Sistem"
"System Section","System Section"
"Tag was successfully deleted","Eticheta stearsa cu succes."
"Tag was successfully saved","Eticheta salvata cu succes."
"Tags","Etichete"
"Target Path","Target Path"
"Tax","TVA"
"Tb","Tb"
"Template","Template"
"Template Content","Conţinut template"
"Template Information","Informaţii template"
"Template Name","Nume Template"
"Template Subject","Subiect template"
"Template Type","Tip template"
"Temporary (302)","Temporary (302)"
"Text","Text"
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems"
"The information in this tab has been changed.","Informaţiile din această casetă s-au schimbat."
"This account is","Acest cont este"
"This account is inactive.","Acest cont este inactiv."
"This attribute set don't have attributes which we can use for configurable product","Acest set de atribute nu are atribute care pot fi folosite la un produs configurabil"
"This attribute shares the same value in all the stores","Acest atribut are aceeaşi valoare în toate magazinele"
"This is a required field.","Acesta este un câmp obligatoriu."
"This product is currently disabled","Acest produs este inactiv pentru moment"
"This section is not allowed.","Această secţiune nu este permisă."
"This tab contains invalid data. Please solve the problem before saving.","Aceasta casetă conţine date incorecte. Rezolvaţi problema înainte de a salva."
"This user no longer exists","Utilizatorul nu mai există"
"Thumbnail","Thumbnail"
"Time","Time"
"Time selection:","Time selection:"
"Time:","Time:"
"To","La"
"Toggle Editor","Schimbă Editor"
"Tools","Unelte"
"Top 5 Search Terms","Top 5 căutari"
"Total","Total"
"Total %d records found","Un total de %d înregistrări găsite"
"Total Amount","Suma totală"
"Total Invoiced","Total facturat"
"Total Order Amount","Totalul comenzii"
"Total Refunded","Total rambursat"
"Total of %d record(s) were successfully deleted","Un total de %d înregistrări au fost şterse"
"Total of %d record(s) were successfully updated","Un total de %d înregistrări au fost actualizate"
Track order"""
"Track order","Track order"
"Track this shipment","Urmăreşte această livrare"
"Tracking number %s for %s assigned","Numşrul de urmărire %s pentru %s a fost alocat"
"Tracking number can not be empty.","Tracking number can not be empty."
"Transactional Emails","Email-uri tranzacţionale"
"Type","Tip"
"Type:","Tip:"
"Unable to find a poll to delete","Nu s-a găsit chestionar de şters"
"Unable to find a tag to delete","Nu s-a găsit eticheta de şters"
"Unable to find a user to delete","Nu s-a găsit utilizator de şters"
"Unable to initialize import model","Nu s-a putut iniţializa modelul de import"
"Unable to save Cron expression","Unable to save Cron expression"
"Uninstall","Dezinstalează"
"Uninstalling $pkg, please wait...","Se dezinstalează $pkg, aşteaptă..."
"Uninstalling selected packages, please wait...","Se dezinstalează pachetele selectate, aşteaptă..."
"Unknown","Necunoscut"
"Unknown error","Eroare necunoscută"
"Unselect All","Deselectează toate"
"Unselect Visible","Deselectează vizibile"
"Update","Actualizează"
"Updated At","Actualizat la"
"Upgrade","Upgrade"
"Upgrade All Available Packages","Upgrade All Available Packages"
"Upgrade all available packages","Upgrade all available packages"
"Upgrade all packages","Upgrade all packages"
"Upgrading $pkg, please wait...","Upgrading $pkg, please wait..."
"Upgrading all available packages, please wait...","Upgrading all available packages, please wait..."
"Upgrading all packages, please wait...","Upgrading all packages, please wait..."
"Upgrading selected packages, please wait...","Upgrading selected packages, please wait..."
"Upload File","Upload File"
"Upload Files","Upload Files"
"Upload HTTP Error","Upload HTTP Error"
"Upload I/O Error","Upload I/O Error"
"Upload Local File","Upload Local File"
"Upload Security Error","Upload Security Error"
"Upload and Install","Upload and Install"
"Upload import file","Upload fişier import"
"Upload local file:","Upload fişier local:"
"Url Rewrite Management","Gestionare Url Rewrite"
"Urlrewrite Information","Urlrewrite Information"
"Use Config Settings","Use Config Settings"
"Use Default Value","Foloseşte valoare standard"
"Use default","Foloseşte standard"
"Use website","Foloseşte site"
"User","Utilizator"
"User Email","Email utilizator"
"User ID","ID utilizator"
"User Info","Info utilizator"
"User Information","Informaţii utilizator"
"User Name","Nume utilizator"
"User Name:","Nume utilizator:"
"User Role","Drepturi utilizator"
"User Roles","Drepturi utilizator"
"User Roles Information","Informaţii drepturi utilizator"
"User name","Nume utilizator"
"User was successfully deleted","Utilizator şters"
"User was successfully saved","Utilizator salvat"
"User with the same User Name or Email aleady exists","Există deja un utilizator cu numele sau adresa de e-mail specificată"
"Users","Utilizatori"
"Value","Value"
"Value Delimiter:","Valoare delimitată de:"
"Version","Versiune"
"Version:","Versiune:"
"View","Vezi"
"View Actions XML","Vezi actiuni XML"
"View Statistics for","Vezi statistici pentru"
"Visibility:","Vizibilitate:"
"Warning! Empty value can cause problems with CSV format.","Warning! Empty value can cause problems with CSV format."
"Warning!rnThis action will remove this user from already assigned rolernAre you sure?","Warning!rnThis action will remove this user from already assigned rolernAre you sure?"
"Warning!rnThis action will remove those users from already assigned rolesrnAre you sure?","Warning!rnThis action will remove those users from already assigned rolesrnAre you sure?"
"Warning: Please don't close window during importing/exporting data","Atentie: Nu inchideti fereastra in timpul importului sau exportului de date"
"Watermark File for %s","Fisier Watermark pentru %s"
"We're in our typing table, coding away more features for Magento. Thank you for your patience.","We're in our typing table, coding away more features for Magento. Thank you for your patience."
"Web Section","Web Section"
"Web Services","Web Services"
"Web services","Web services"
"Website","Site"
"Website: ","Website: "
"Websites","Websites"
"Websites / Stores","Websites / Stores"
"What is this?","Ce e asta?"
"Wishlist Report","Raport favorite"
"Wrong column format","Wrong column format"
"Wrong tab configuration","Wrong tab configuration"
"XML","XML"
"YTD","Ultimul an"
"Year","Year"
"Yes","Da"
"Yes (only price with tax)","Da (doar pret cu TVA)"
"You can not delete self assigned roles.","Nu poti sterge drepturile autoalocate."
"You cannot delete account of yourself","Nu poti sterge contul propriu"
"You have","You have"
"You have not enought permissions to login.","Nu ai permisiunea sa te loghezi."
"You have not enought permissions to use this functionality.","Nu ai permisiunea sa folosesti aceasta functie."
"You need specify carrier.","You need specify carrier."
"You need to specify order items","You need to specify order items"
"You successfully logged out.","Ai iesit cu succes din contul tau."
"Your answers contain duplicates.","Raspunsurile se repeta."
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files."
"Zip/Postal Code","Cod poştal"
"Zip/Postal Code:","Cod poştal:"
"[ deleted ]","[ şters ]"
"[deleted]","[şters]"
"b","b"
"close","close"
"critical","critical"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","example: ""sitemap/"" or ""/"" for base path (path must be writeable)"
"example: sitemap.xml","example: sitemap.xml"
"from","from"
"images/logo.gif","images/logo.gif"
"items selected","articole selectate"
"major","major"
"md5sum","md5sum"
"minor","minor"
"notice","notice"
"of %s pages","din %s pagini"
"or","or"
"per page","pe pagina"
"store(%s) scope","Acoperire magazin(%s)"
"to","la"
"website(%s) scope","website(%s) scope"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>.","{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>."
